,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,pose
row_66,1171.697059823912,1078.969879097651,952.732911156112,748.6581329285083,485.74080053884484,1249.1613186454342,1457.1400070000136,1625.942188394163,1286.0781469257613,1219.6950438531755,1269.4664233448634,1358.0905713537666,1390.8001294219093,1716.2575564291042,1939.9097917171302,1123.6035777799927,1167.2039239138978,1035.5153306446023,569.461772433292,2061.8457750278026,2061.8457750278026,1926.8056466597766,1417.603611733548,1387.8908458520793,1358.0905713537666,4
row_67,370.3039292257105,439.6055049700811,479.8416405440445,557.4262283029029,485.74080053884484,402.0808376433774,335.1492204973779,315.6263613832026,599.7366088542536,607.1482520768712,684.5744162168027,790.4804128162561,570.8108268069203,553.3073287062083,923.4141987108429,555.6192857136945,360.40116536992497,551.9123737134424,387.85693238615704,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_68,552.2513988988476,1429.8017345072708,1308.2985133370748,1073.6824483989667,485.74080053884484,1561.2728781350172,1735.7534387118465,743.1745750300039,1880.71103575217,1811.8482276393904,1898.8725602314653,2298.859064840644,1955.8000920339482,2451.6157937164626,2790.7192621258055,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,2921.0494689409147,2895.3493744278944,2869.0843487077896,2386.789684911513,2322.9033557167204,2373.315823905449,4
row_69,246.05893602956183,292.0633492925807,264.3671689147501,216.17816726024856,185.27007313648906,310.2289477144259,368.3707371656983,408.90218879335924,345.86268951709724,331.0422933704997,300.30817504690077,367.1539186771673,360.69377593742865,438.98974931084666,517.4958937035153,241.94627502815578,251.85908758669004,551.9123737134424,271.93565415369864,529.4619910815129,529.4619910815129,531.7029245734877,364.37343481653545,364.37343481653545,379.7472843879203,4
row_70,1171.697059823912,1078.969879097651,952.732911156112,748.6581329285083,485.74080053884484,1249.1613186454342,1457.1400070000136,1625.942188394163,1286.0781469257613,1219.6950438531755,1269.4664233448634,1358.0905713537666,1390.8001294219093,1716.2575564291042,1939.9097917171302,1123.6035777799927,1167.2039239138978,1035.5153306446023,569.461772433292,2061.8457750278026,2061.8457750278026,1926.8056466597766,1417.603611733548,1387.8908458520793,1358.0905713537666,4
row_71,360.5384861564712,326.165602110339,278.19597409020855,508.36916282144443,485.74080053884484,362.36031791574527,706.5689153840887,743.1745750300039,377.24262749588627,357.9329546158051,684.5744162168027,790.4804128162561,398.1017457886865,832.4125457451918,923.4141987108429,345.950863563021,552.7307144343027,307.8327467960483,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_72,526.089346024038,621.225401927513,545.309086665535,447.0011185668331,321.1105728561425,671.5839485872187,798.4015280546499,897.9487735945743,679.9154359183207,636.7079393254022,883.687727650441,716.017457887725,725.1427445682677,875.8744202224426,1049.190640446244,526.089346024038,551.8496171965693,551.9123737134424,604.4245196879425,1075.0,1087.1504035780881,1070.6059032155576,691.8786020683108,691.8786020683108,728.0968342191854,4
row_73,409.4691685585131,466.56725131539184,442.64884502277874,366.06693377031473,485.74080053884484,492.309861774066,706.5689153840887,743.1745750300039,601.0074874741579,581.6708691347711,554.9234181398367,790.4804128162561,621.4957763331944,737.6733694529036,923.4141987108429,555.6192857136945,398.7204534507855,551.9123737134424,435.21488945117676,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_74,409.6840245848012,388.64122272347794,346.18203304042225,508.36916282144443,485.74080053884484,446.07734755308974,706.5689153840887,743.1745750300039,470.8046303935423,447.5991510268982,684.5744162168027,790.4804128162561,494.2226219023164,832.4125457451918,923.4141987108429,409.6840245848012,406.5464303127012,364.45301480437774,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,4
row_75,209.84756372185979,193.70596273734063,173.09246084101989,130.66751700403586,99.90495483208028,224.84883811129646,272.8681000043794,311.4385974795032,238.949785519887,220.61731573020282,227.24656213021134,243.7580767892625,252.07141845120006,312.37317426437244,370.08647638085887,200.89798406156294,208.78697277368624,185.3672031401456,569.461772433292,396.9143484430866,393.1017679939891,368.0869462504749,260.31711430484165,252.79438284898657,246.9109151090733,4
row_76,354.1412147717348,336.7862823809782,293.58644382872995,219.58597405116748,160.90991268408544,380.64287724847816,449.3072445443096,524.1039973135103,423.2682364647742,388.7428455933305,414.6625133768424,431.28296975419744,448.13502429513363,572.814978854429,658.9544749070303,336.7565886512096,352.63153574233826,308.7588055424493,569.461772433292,707.8933535498126,700.6853787542594,655.5737944732081,435.3079369825457,435.3079369825457,441.2799564902082,4
row_77,132.19682295728592,163.21764610482532,140.38874598770374,110.5350623105628,83.86894538504703,182.42806801586207,220.29298672449835,252.62224763468478,198.04039991880444,184.76471524617463,167.0478973228936,213.32838535928593,214.1494805036893,252.20031720836514,303.81902507907563,131.38112497615478,137.32079230764728,551.9123737134424,151.19854496654392,317.81913095344026,320.22023671217283,311.62316987027776,210.02142747824567,210.02142747824567,221.0,4
row_78,3366.78140068523,3163.4338937300395,2893.9393566555605,2389.8713354488355,1881.1241320019262,3569.926890007693,4252.703728218085,4664.192641819161,3555.478730072787,3317.981313991988,3392.2654672062445,3485.427520405495,3798.623434877429,4475.649338364211,5019.77738550227,3228.762301563867,3366.78140068523,2963.5073814654147,569.461772433292,5405.720766003365,5405.720766003365,5066.440269064661,3688.2367060697175,3619.6238754876176,3485.427520405495,4
row_79,428.7248534899744,422.9633553867285,383.8150596315887,302.5524747874325,485.74080053884484,470.5103612036615,557.541029880313,642.5900715074891,557.8826041381825,538.2053511439663,577.6235798510999,641.8473338730947,590.1084646062959,716.3965382384256,814.6287497995636,413.75959203382826,413.75959203382826,375.6660751252367,569.461772433292,859.1682023911267,859.1682023911267,818.049509504162,672.8833479883419,653.9120736001133,639.2495600311353,4
row_80,426.62512818632706,412.4621194728069,371.1280102606108,285.21746089606785,485.74080053884484,468.6800614491724,567.8952368174961,639.4474176974992,529.5979607211493,498.0813186619229,520.7782637553146,578.5507756454916,562.9014123272387,665.9557042326464,772.5807401171737,406.99508596542046,552.7307144343027,381.6084380618437,569.461772433292,816.1776767346679,816.1776767346679,783.0561921088422,604.9074309346844,604.9074309346844,592.4668767112639,4
row_81,297.397041007472,358.949857222426,314.0143308831621,264.4409196777231,485.74080053884484,400.5109236962208,706.5689153840887,743.1745750300039,443.5515753551102,407.932592470864,376.46380968162134,489.2903023768201,470.93311627024065,574.9513022856805,698.9198809591841,291.81500989496755,304.63092423455635,551.9123737134424,334.57136757349696,726.0426984688986,717.2788857898997,707.6722405181653,488.9263748254946,488.9263748254946,505.9644256269407,4
row_82,552.2513988988476,642.1253771655502,560.54705422471,440.83783866632865,401.340254646852,723.2772635718615,846.1707865437095,927.1591017727217,680.9367463858883,682.9385038200732,889.9803368614388,790.4804128162561,712.9463237845083,656.2331902609011,663.1998190590826,671.5452330260413,552.7307144343027,630.8407088956768,569.461772433292,975.5708415954293,974.866534903743,673.9621651101788,789.2594645531603,794.1783243773126,803.7967387468432,4
row_83,511.48900281433225,596.8458762528229,534.9859811247394,435.8589221296267,295.10845463998487,659.7105425866711,791.0910187835531,903.2851155642941,705.3311279108558,671.1929677819934,640.4474997999446,792.3736492337438,722.8001106806778,890.0,1056.4000189322226,555.6192857136945,528.9924385092853,551.9123737134424,575.8784593992034,1097.9189405416048,1115.7172580900592,1074.8860404712677,766.8911265623042,776.073450132138,807.0941704658757,4
row_84,135.14806694880988,156.7322557739791,147.41099009232656,126.11502686040232,116.91449867317569,167.5857989210303,190.59118552545917,206.69300907384363,199.96999774966244,195.05896544378575,187.55532517100121,224.8599564173221,205.25106577068,245.05101509685693,279.7087771236362,135.14806694880988,138.6001443000692,551.9123737134424,145.7737973711325,290.0,288.3001907734367,282.8462479864281,228.69411885748178,228.69411885748178,232.83470531688354,4
row_85,455.44922878406544,407.7903873315309,333.7813655673426,251.81143738917024,189.02380802428036,491.4244601156927,573.1116819608549,657.0007610345668,523.3813141486808,491.86685190201626,508.38174632848495,546.4329785069712,573.6453608284478,687.2786916528113,777.8637412812092,430.0848753443906,552.7307144343027,390.24735745421776,569.461772433292,845.7617867934209,836.356981198818,772.3470722414891,568.9332122490301,565.0530948503866,541.4988457974772,4
row_86,449.29834186206386,511.48900281433225,447.86605140376514,345.28394112671964,279.8303057211638,572.6298979270991,706.5689153840887,743.1745750300039,613.5046862086712,576.4833041814828,492.603288661373,611.6028122891522,656.9901064704095,779.6595410818751,932.7432658561519,447.8001786511479,469.669032404735,551.9123737134424,515.7402446968823,953.5937290062262,964.90673124401,951.1939865243052,588.9940576949822,588.9940576949822,611.6028122891522,4
row_87,306.95439400666675,303.71368095625854,266.9569253643741,211.81595785020542,165.24527224704494,341.84353145847297,408.2364510917662,479.4163117792301,389.85253622363416,373.35907649339396,396.2335170073324,434.3328216932264,411.5738086904948,484.75354562911656,565.2079263421559,295.8462438497403,306.95439400666675,275.6755339162328,569.461772433292,605.0826389841309,596.3128373597201,566.3161661121816,789.2594645531603,794.1783243773126,803.7967387468432,4
row_88,183.08741081789321,204.48227307030797,186.17196351760379,158.61904047118682,126.65701717630967,223.6604569431083,267.52943763257156,298.328677803526,244.59149617270018,228.95414388038492,216.91011963483862,270.74896121684384,254.65663156493687,216.91011963483862,270.74896121684384,555.6192857136945,183.08741081789321,551.9123737134424,199.60210419732553,261.01340961720723,270.8800472533922,280.7774919754075,270.8800472533922,263.21094202179364,280.7774919754075,4
row_89,1097.0273469699832,1035.119799829952,924.040042422405,718.5888949879479,522.1877057151002,1150.8488171779993,1366.1185892886458,1606.0709822420677,1325.9837857228874,1235.9664234921595,1277.1847947732545,1392.6654300297685,1389.018718376394,1712.4561308249622,1983.5889191059723,1085.9120590545074,1085.9120590545074,962.405839550031,569.461772433292,2131.757256349794,2131.757256349794,1978.7132182304742,1461.5457570668118,1451.7589331566037,1392.6654300297685,4
row_90,115.80155439371269,112.29425630903836,101.01980003939822,77.83315488916018,485.74080053884484,126.62543188475212,145.96232390586277,743.1745750300039,142.86357128393507,134.18271125595876,140.11780757633915,145.38225476308997,151.42654985173505,185.0,212.1508896988179,111.97321108193691,115.80155439371269,104.35516278555652,569.461772433292,224.34125790857107,224.34125790857107,212.1508896988179,156.20499351813308,152.21038072352357,144.88616221019868,4
row_91,335.2014319778482,326.9556544854363,279.12183719659055,218.55205329623422,177.59786034747154,363.0716182793692,419.505661463585,465.790725540988,386.06864674562735,365.48324174987835,361.16616674323194,387.227323416104,406.6017707782395,485.3627509399542,538.4719119879885,320.5152102475014,552.7307144343027,296.44561052577586,569.461772433292,579.118295342152,579.118295342152,540.3794962801605,395.9040287746514,392.68944472700053,387.227323416104,4
row_92,642.7207791879767,739.8513364183375,680.2095265431086,536.1529632483625,391.72566931463655,831.2929688142442,986.1789898390657,1106.9670275125632,900.6952869866701,838.084721254361,758.8339739363282,952.9123779235948,951.7856901634948,1174.6020602740316,1383.08965725292,637.3892060585903,674.5613389455402,551.9123737134424,737.5757588207465,1411.1502400524191,1435.6994810892702,1383.08965725292,937.9392304408639,937.9392304408639,973.0169577145098,4
row_93,554.0333924954343,621.225401927513,545.309086665535,447.0011185668331,345.37660604042077,700.4712699318937,756.9015788066504,743.1745750300039,702.8200338635774,658.1527178398643,577.499783549743,704.4693038025149,755.1589236710377,875.8744202224426,1040.670937424506,555.6192857136945,577.6313703392502,551.9123737134424,632.1550442731593,1066.0675400742675,1087.1504035780881,1070.6059032155576,690.9594778277523,690.9594778277523,716.9951185328949,4
row_94,453.9217994324573,544.6613626832732,484.78036263858706,372.9235846658133,278.61442891566116,604.8809800283027,706.8132709563397,811.2829346165245,660.7753022018907,628.1401117585152,556.3919481804171,701.3130542061797,693.8825549039261,875.2422521793609,1040.0480758118829,453.9217994324573,475.0,551.9123737134424,517.3867025736166,1061.0523078529163,1077.480858298652,1040.0480758118829,684.3171779226356,684.3171779226356,716.6707751820218,4
row_95,886.9594128256377,999.4418442310688,879.1131895268095,684.9525531013079,486.19851912567566,1166.8384635415478,1363.6381484836804,1568.8275877227554,1203.4222035511893,1118.8351084945448,1022.1252369450624,1302.321004975348,1274.1463809154739,1570.2643089620294,1920.4426573058618,883.004529999705,924.6864333383506,551.9123737134424,1007.1355420200401,1987.6116320851013,2020.4784086943368,1954.3694635354902,1298.1540740605485,1272.3600119463044,1346.7698392821246,4
row_96,679.4004710036636,618.1852473166923,667.6076692189807,765.9791119867434,840.647369590841,594.1658017759016,706.5689153840887,743.1745750300039,689.2154960533027,711.8209044415596,830.9687118056853,896.2700485902673,646.6297240306851,650.6627390591842,650.6004918534876,650.8148738312609,552.7307144343027,629.6673725071039,569.461772433292,666.5500731377952,650.6004918534876,635.3148825582476,946.9318877300522,946.9318877300522,896.2700485902673,4
